2R	avgtrue	avgctrl	+3s	-3s
-4.0	0.20930232558139536	0.49922480620155035	0.9752432149398853	0.023206397463215345
-3.0	0.3577981651376147	0.48195718654434255	0.7908780217700413	0.17303635131864376
-2.0	0.49657534246575386	0.4952054794520551	0.6478798136502744	0.3425311452538359
-1.0	0.41995841995842	0.46694386694386697	0.6042956352710261	0.3295920986167078
0.0	0.4853801169590643	0.4525016244314489	0.5566183431232311	0.3483849057396668
1.0	0.536489151873768	0.4786324786324791	0.579041707631492	0.3782232496334662
2.0	0.5192307692307687	0.461538461538461	0.5736574274209838	0.34941949565593816
3.0	0.4357541899441338	0.4703910614525136	0.6100686346916502	0.3307134882133769
4.0	0.426829268292683	0.49024390243902444	0.7150068862958244	0.26548091858222445
