2L	avgtrue	avgctrl	+3s	-3s
-4.0	0.42105263157894735	0.512280701754386	1.2914617274698368	-0.2669003239610649
-3.0	0.46969696969696967	0.5727272727272725	0.9202603226365159	0.22519422281802914
-2.0	0.6680497925311201	0.6165975103734437	0.7775866387415873	0.45560838200530007
-1.0	0.5690607734806628	0.5655616942909758	0.7067401784293517	0.42438321015259994
0.0	0.5994623655913974	0.5790322580645156	0.7291276145049264	0.4289369016241049
1.0	0.5582655826558264	0.577416440831075	0.72441672152878	0.43041616013337003
2.0	0.6156156156156156	0.5993993993993991	0.7616973548413162	0.43710144395748207
3.0	0.6076923076923073	0.5758974358974357	0.8555361352897088	0.2962587365051625
4.0	0.3142857142857143	0.540952380952381	1.0317065456272951	0.0501982162774669
