3R	avgtrue	avgctrl	+3s	-3s
-4.0	1.2857142857142854	1.2285714285714284	1.9391741785109247	0.5179686786319323
-3.0	1.1204819277108433	1.1052208835341366	1.546943094786188	0.6634986722820853
-2.0	1.155172413793104	1.0890804597701151	1.2884908996332638	0.8896700199069664
-1.0	1.1550802139037455	1.1283422459893073	1.3349945421760767	0.9216899498025379
0.0	1.2280701754385954	1.1418546365914775	1.2953612529715597	0.9883480202113952
1.0	1.081841432225065	1.1551577152600174	1.3027912604570564	1.0075241700629785
2.0	0.9940476190476173	1.157738095238093	1.4113786793691958	0.90409751110699
3.0	1.2937062937062949	1.1524475524475526	1.3884965009068857	0.9163986039882195
4.0	1.469696969696969	1.1282828282828277	1.72931172439599	0.5272539321696654
