X	avgtrue	avgctrl	+3s	-3s
-4.0	0.9999999999999999	0.6888888888888888	1.1266864067743454	0.25109137100343215
-3.0	0.7619047619047619	0.7634920634920636	1.1390059646865223	0.38797816229760484
-2.0	0.6466165413533835	0.6330827067669174	0.8788778861013646	0.3872875274324701
-1.0	0.6540540540540538	0.6288288288288286	0.8909292872761038	0.3667283703815535
0.0	0.5185185185185186	0.6320987654320988	0.8001757984284726	0.46402173243572487
1.0	0.7419354838709673	0.6336917562724012	0.8516142506762985	0.4157692618685038
2.0	0.6136363636363638	0.5806818181818182	0.8224458763031441	0.3389177600604922
3.0	0.5454545454545455	0.613852813852814	0.9472134533306379	0.2804921743749901
4.0	0.3684210526315789	0.5614035087719298	1.1660943136706696	-0.04328729612681004
